session,date,month,day,year,title,keywords,kw_1,kw_2,kw_3,kw_4,kw_5,kw_6,kw_7,kw_8,kw_9,kw_10
119.0,"July 29, 2025",7.0,29,2025,PERSPECTIVES ON REAUTHORIZATION OF THE  U.S. GRAIN STANDARDS ACT,agriculture nutrition; forests act; farm bureau; nutrition forestry; USDA; 2025 statements; grain; tribal consultation; american farmers; advance appropriations,agriculture nutrition,forests act,farm bureau,nutrition forestry,USDA,2025 statements,grain,tribal consultation,american farmers,advance appropriations
118.0,"March 22, 2023",3.0,22,2023,PHARMACY BENEFIT MANAGERS AND THE,prescription; pharmacy benefit; drug prices; FDA; fiscal; medicare; pharmacies; district columbia; md; additional funding,prescription,pharmacy benefit,drug prices,FDA,fiscal,medicare,pharmacies,district columbia,md,additional funding
118.0,"January 3, 2023",1.0,3,2023,AND ADDRESSING HEALTH DISPARITIES,Health Plans; oral health; deficits; idaho; md; regulatory; disability; access care; public health; statement record,Health Plans,oral health,deficits,idaho,md,regulatory,disability,access care,public health,statement record
118.0,"November 30, 2022",11.0,30,2022,THE PRESIDENT'S 2023 TRADE POLICY AGENDA,president's budget; trade commission; fy 2024; finance; tax policy; treasury department; executive branch; idaho; tariffs; appropriations,president's budget,trade commission,fy 2024,finance,tax policy,treasury department,executive branch,idaho,tariffs,appropriations
118.0,"February 25, 2023",2.0,25,2023,THE PRESIDENT'S FISCAL YEAR 2024  HEALTH AND HUMAN SERVICES BUDGET,president's budget; filed; Health Plans; fiscal year; Tax Cuts; department treasury; additional funding; debt; hrsa; deficits,president's budget,filed,Health Plans,fiscal year,Tax Cuts,department treasury,additional funding,debt,hrsa,deficits
118.0,"March 16, 2023",3.0,16,2023,THE PRESIDENT'S FISCAL YEAR 2024 BUDGET WITH TREASURY SECRETARY JANET  L. YELLEN,president's budget; treasury department; fiscal year; finance; appropriations; deficits; executive branch; filed; fy 2024; secretary yellen,president's budget,treasury department,fiscal year,finance,appropriations,deficits,executive branch,filed,fy 2024,secretary yellen
118.0,"March 2, 
2023",3.0,2,2023,TAX POLICY'S ROLE IN INCREASING AFFORDABLE HOUSING SUPPLY FOR WORKING,tax policy; income housing; president's budget; filed; Tax Cuts; american families; appropriations; settlement act; subsidies; fiscal,tax policy,income housing,president's budget,filed,Tax Cuts,american families,appropriations,settlement act,subsidies,fiscal
118.0,"July 25, 
2022",7.0,25,2022,"ENDING TRADE THAT CHEATS AMERICAN WORKERS BY MODERNIZING TRADE LAWS AND ENFORCEMENT, FIGHTING FORCED LABOR, ELIMINATING COUNTERFEITS, AND LEVELING THE PLAYING FIELD",trade commission; Tax Cuts; settlement act; counterterrorism; valley bank; treasury; tariffs; department labor; documented; hrg 118,trade commission,Tax Cuts,settlement act,counterterrorism,valley bank,treasury,tariffs,department labor,documented,hrg 118
118.0,"March 5, 2022",3.0,5,2022,NOMINATION OF DANIEL I. WERFEL,treasury department; nominee; financing; filed; president's budget; daniel; fed; irs; trade commission; biden administration,treasury department,nominee,financing,filed,president's budget,daniel,fed,irs,trade commission,biden administration
118.0,"December 14, 2012",,14,2012,IMPLEMENTATION OF THE GLOBAL MAGNITSKY LAWS,foreign relations; pursuant notice; executive branch; fy 2024; booker; usda; partisan; forward hearing; reduction act; guam,foreign relations,pursuant notice,executive branch,fy 2024,booker,usda,partisan,forward hearing,reduction act,guam
118.0,"May 28, 2019",5.0,28,2019,CYBERSPACE UNDER THREAT IN THE ERA OF RISING AUTHORITARIANISM AND GLOBAL COMPETITION,national security; foreign relations; net neutrality; trade commission; secretary kendall; governmental affairs; partisan; cyber; biden administration; undermine,national security,foreign relations,net neutrality,trade commission,secretary kendall,governmental affairs,partisan,cyber,biden administration,undermine
118.0,"February 16, 2024",2.0,16,2024,ANTI-NGO LAWS AND OTHER TOOLS OF DEMOCRATIC REPRESSION,partisan; foreign assistance; indian affairs; state department; biden administration; 2023 https; national security; foreign relations; executive branch; violations,partisan,foreign assistance,indian affairs,state department,biden administration,2023 https,national security,foreign relations,executive branch,violations
118.0,na,,na,na,ASSESSING U.S. COMPETITIVENESS BEYOND THE INDO-PACIFIC,foreign relations; partisan; trade commission; biden administration; competitiveness; guam; sec; 2023 __________; security interests; states,foreign relations,partisan,trade commission,biden administration,competitiveness,guam,sec,2023 __________,security interests,states
118.0,"February 24, 2022",2.0,24,2022,THE FUTURE OF EUROPE,foreign relations; security council; president's budget; new hampshire; pursuant notice; partisan; biden administration; fy 2024; trade commission; european union,foreign relations,security council,president's budget,new hampshire,pursuant notice,partisan,biden administration,fy 2024,trade commission,european union
118.0,"January 20, 2025",1.0,20,2025,FISCAL YEAR 2025 BUDGET REQUEST FOR THE MIDDLE EAST AND NORTH AFRICA,president's budget; foreign relations; 2022; hrsa; new hampshire; candidates; treasury department; executive branch; foreign assistance; biden administration,president's budget,foreign relations,2022,hrsa,new hampshire,candidates,treasury department,executive branch,foreign assistance,biden administration
118.0,"January 27, 2021",1.0,27,2021,AMERICAN DIPLOMACY AND GLOBAL,president's budget; foreign relations; fy 2024; state department; partisan; biden administration; durbin thank; executive branch; foreign assistance; proposals,president's budget,foreign relations,fy 2024,state department,partisan,biden administration,durbin thank,executive branch,foreign assistance,proposals
118.0,"May 
30, 2023",5.0,30,2023,BUILDING A DEPARTMENT TO ADDRESS 21ST CENTURY CHALLENGES,foreign relations; state department; candidates; biden administration; memorandum; president's budget; guam; executive branch; fy 2024; indian affairs,foreign relations,state department,candidates,biden administration,memorandum,president's budget,guam,executive branch,fy 2024,indian affairs
118.0,"May 14, 
 2024",5.0,14,2024,THE FUTURE OF ARMS CONTROL AND DETERRENCE,foreign relations; pursuant notice; new hampshire; 2025; vice chair; partisan; trade commission; biden administration; defense authorization; guam,foreign relations,pursuant notice,new hampshire,2025,vice chair,partisan,trade commission,biden administration,defense authorization,guam
118.0,"October 
12, 2022",10.0,12,2022,U.S. POLICY ON TAIWAN,foreign relations; security council; guam; secretary kendall; executive order; security interests; biden administration; partisan; memorandum; usda,foreign relations,security council,guam,secretary kendall,executive order,security interests,biden administration,partisan,memorandum,usda
118.0,na,,na,na,MODERNIZING U.S. ALLIANCES AND PARTNERSHIPS IN THE INDO-PACIFIC,foreign relations; indo pacific; memorandum; alliances; indian affairs; executive branch; usda; partisan; biden administration; durbin thank,foreign relations,indo pacific,memorandum,alliances,indian affairs,executive branch,usda,partisan,biden administration,durbin thank
118.0,"April 3, 2024",4.0,3,2024,FISCAL YEAR 2025 UNITED STATES AGENCY FOR INTERNATIONAL DEVELOPMENT  BUDGET REQUEST,president's budget; foreign relations; state department; fy 2024; candidates; memorandum; biden administration; foreign assistance; trade commission; usda,president's budget,foreign relations,state department,fy 2024,candidates,memorandum,biden administration,foreign assistance,trade commission,usda
118.0,"November 18, 2022",11.0,18,2022,IMPLEMENTATION OF THE U.S. ANTI-CORRUPTION STRATEGY,anti corruption; foreign relations; president's budget; state department; candidates; executive order; biden administration; fy 2024; scrutiny; trade commission,anti corruption,foreign relations,president's budget,state department,candidates,executive order,biden administration,fy 2024,scrutiny,trade commission
118.0,na,,na,na,U.S. STRATEGY IN THE PACIFIC ISLANDS REGION,foreign relations; ncua; guam; candidates; memorandum; executive branch; department homeland; waiver; new hampshire; pacific,foreign relations,ncua,guam,candidates,memorandum,executive branch,department homeland,waiver,new hampshire,pacific
118.0,"December 5, 2023",,5,2023,GLOBAL FOOD SECURITY,foreign relations; food security; new hampshire; executive branch; usda; memorandum; partisan; secretary kendall; biden administration; concerns,foreign relations,food security,new hampshire,executive branch,usda,memorandum,partisan,secretary kendall,biden administration,concerns
118.0,"February 28, 2024",2.0,28,2024,BEFORE THE,partisan; foreign assistance; iranian; security council; indian affairs; executive branch; new mexico; foreign relations; secretary blinken; Veterans Affairs,partisan,foreign assistance,iranian,security council,indian affairs,executive branch,new mexico,foreign relations,secretary blinken,Veterans Affairs
118.0,"January 12, 2024",1.0,12,2024,YEMEN AND RED SEA SECURITY ISSUES,foreign relations; yemen; defense authorization; executive branch; partisan; guam; memorandum; department homeland; biden administration; indian affairs,foreign relations,yemen,defense authorization,executive branch,partisan,guam,memorandum,department homeland,biden administration,indian affairs
118.0,"September 11, 2001",9.0,11,2001,SUCCESSES AND PLANNING FOR THE FUTURE,treaty; new hampshire; foreign assistance; vice president; foreign relations; national association; nato; guam; partisan; memorandum,treaty,new hampshire,foreign assistance,vice president,foreign relations,national association,nato,guam,partisan,memorandum
118.0,"January 3, 2024",1.0,3,2024,"CONGRESS, SECOND SESSION,",nomination; foreign relations; partisan; ted cruz; biden administration; 2025; new hampshire; secretary kendall; vice chair; hrg 118,nomination,foreign relations,partisan,ted cruz,biden administration,2025,new hampshire,secretary kendall,vice chair,hrg 118
118.0,na,,na,na,S. HRG. 118-624,nominations; foreign relations; 2022; deputy secretary; hrg 118; president's budget; president biden; session __________; partisan; general garland,nominations,foreign relations,2022,deputy secretary,hrg 118,president's budget,president biden,session __________,partisan,general garland
118.0,"December 2, 2023",,2,2023,TARGETING DISSENTERS ABROAD,foreign relations; repression; partisan; executive order; new mexico; neutrality; homeland security; scrutiny; regimes; sanctions,foreign relations,repression,partisan,executive order,new mexico,neutrality,homeland security,scrutiny,regimes,sanctions
118.0,"November 30, 2023",11.0,30,2023,U.S. LEADERSHIP ON ARTIFICIAL INTELLIGENCE  IN AN ERA OF STRATEGIC COMPETITION,partisan; trade commission; executive order; biden administration; moore; intelligence community; guam; state department; director national; foreign relations,partisan,trade commission,executive order,biden administration,moore,intelligence community,guam,state department,director national,foreign relations
118.0,"February 24, 2022",2.0,24,2022,U.S. NATIONAL SECURITY INTERESTS IN UKRAINE,security interests; new hampshire; partisan; foreign assistance; biden administration; treaty; foreign relations; filed; support ukraine; jbs,security interests,new hampshire,partisan,foreign assistance,biden administration,treaty,foreign relations,filed,support ukraine,jbs
118.0,na,,na,na,ASSESSING THE DEPARTMENT OF STATE'S STRATEGY FOR SECURITY IN THE BLACK SEA REGION,security interests; state department; partisan; secretary defense; foreign relations; coast guard; executive branch; biden administration; territories; homeland security,security interests,state department,partisan,secretary defense,foreign relations,coast guard,executive branch,biden administration,territories,homeland security
118.0,"October 20, 2022",10.0,20,2022,IMPLICATIONS FOR U.S. POLICY,foreign relations; instability; new hampshire; president's budget; booker; concerns; partisan; memorandum; 2022; indian affairs,foreign relations,instability,new hampshire,president's budget,booker,concerns,partisan,memorandum,2022,indian affairs
118.0,"September 9, 2022",9.0,9,2022,SECURITY ON THE KOREAN PENINSULA,foreign relations; security council; cruz; guam; partisan; sec; biden administration; security interests; state department; secretary defense,foreign relations,security council,cruz,guam,partisan,sec,biden administration,security interests,state department,secretary defense
118.0,"October 4, 2023",10.0,4,2023,BUILD ACT REAUTHORIZATION AND DEVELOPMENT FINANCE CORPORATION OVERSIGHT,foreign assistance; partisan; trade commission; indian affairs; pursuant notice; biden administration; new hampshire; filed; security interests; executive branch,foreign assistance,partisan,trade commission,indian affairs,pursuant notice,biden administration,new hampshire,filed,security interests,executive branch
118.0,"October 27, 
2022",10.0,27,2022,ASSESSING THE CRISIS IN NAGORNO KARABAKH,foreign relations; new hampshire; president's budget; crises; pursuant notice; cruz; fy 2024; biden administration; partisan; concerns,foreign relations,new hampshire,president's budget,crises,pursuant notice,cruz,fy 2024,biden administration,partisan,concerns
118.0,"May 19, 2023",5.0,19,2023,FISCAL YEAR 2024 BUDGET PRIORITIES  FOR THE WESTERN HEMISPHERE,foreign relations; president's budget; new hampshire; hrsa; fy 2024; partisan; biden administration; western hemisphere; Veterans Affairs; executive branch,foreign relations,president's budget,new hampshire,hrsa,fy 2024,partisan,biden administration,western hemisphere,Veterans Affairs,executive branch
118.0,na,,na,na,INTERNATIONAL RESPONSE,foreign relations; department homeland; biden administration; fy 2024; guam; pact act; foreign assistance; partisan; Veterans Affairs; durbin thank,foreign relations,department homeland,biden administration,fy 2024,guam,pact act,foreign assistance,partisan,Veterans Affairs,durbin thank
118.0,"May 19, 2022",5.0,19,2022,ADDRESSING ECONOMIC COERCION AND INCREASING COMPETITIVENESS,foreign relations; trade commission; president's budget; new hampshire; economic security; candidates; memorandum; biden administration; coercion; executive order,foreign relations,trade commission,president's budget,new hampshire,economic security,candidates,memorandum,biden administration,coercion,executive order
118.0,na,,na,na,EXAMINING U.S. AND GLOBAL COMMITMENTS  TO COMBATTING HUMAN TRAFFICKING,human trafficking; partisan; foreign assistance; booker; new mexico; trade commission; indian affairs; homeland security; forward hearing; pact act,human trafficking,partisan,foreign assistance,booker,new mexico,trade commission,indian affairs,homeland security,forward hearing,pact act
118.0,"January 3, 2023",1.0,3,2023,STATE DEPARTMENT SERVICES FOR THE,state department; foreign relations; hrsa; candidates; executive branch; foreign assistance; Veterans Affairs; memorandum; guam; biden administration,state department,foreign relations,hrsa,candidates,executive branch,foreign assistance,Veterans Affairs,memorandum,guam,biden administration
118.0,na,,na,na,ALIGNING TRANSATLANTIC  APPROACHES ON CHINA,foreign relations; trade commission; delaware; executive order; memorandum; candidates; 2023 __________; biden administration; usda; foreign assistance,foreign relations,trade commission,delaware,executive order,memorandum,candidates,2023 __________,biden administration,usda,foreign assistance
118.0,"June 1, 2023",6.0,1,2023,ACCOUNTABILITY FOR RUSSIAN  ATROCITIES IN UKRAINE,sanctions; new hampshire; partisan; accountability office; support ukraine; biden administration; allegations; 19 pandemic; anti corruption; rubio,sanctions,new hampshire,partisan,accountability office,support ukraine,biden administration,allegations,19 pandemic,anti corruption,rubio
118.0,"July 25, 2021",7.0,25,2021,FISCAL YEAR 2024 BUDGET REQUEST FOR  THE MIDDLE EAST AND NORTH AFRICA,president's budget; foreign relations; 2023 __________; new hampshire; hrsa; memorandum; partisan; foreign assistance; biden administration; durbin thank,president's budget,foreign relations,2023 __________,new hampshire,hrsa,memorandum,partisan,foreign assistance,biden administration,durbin thank
118.0,na,,na,na,ASSESSING U.S. POLICY TOWARDS  THE WESTERN BALKANS,foreign relations; tennessee; executive branch; forward hearing; partisan; usda; fy 2024; memorandum; guam; concerns,foreign relations,tennessee,executive branch,forward hearing,partisan,usda,fy 2024,memorandum,guam,concerns
118.0,"February 24, 2022",2.0,24,2022,WHAT COMES NEXT FOR U.S. POLICY,foreign policy; 2023; state department; cruz; president's budget; proposals; partisan; executive order; security council; biden administration,foreign policy,2023,state department,cruz,president's budget,proposals,partisan,executive order,security council,biden administration
118.0,"May 10, 2023",5.0,10,2023,EFFECTIVE POLICY RESPONSE,sudan; conflicts; foreign assistance; indian affairs; biden administration; fy 2024; foreign relations; partisan; state department; memorandum,sudan,conflicts,foreign assistance,indian affairs,biden administration,fy 2024,foreign relations,partisan,state department,memorandum
118.0,"December 1, 2022",,1,2022,BEFORE THE,foreign relations; state department; biden administration; partisan; united nations; guam; memorandum; trade commission; security interests; executive branch,foreign relations,state department,biden administration,partisan,united nations,guam,memorandum,trade commission,security interests,executive branch
118.0,"May 26, 2022",5.0,26,2022,FISCAL YEAR 2024 BUDGET REQUEST FOR  EAST ASIA AND THE PACIFIC,foreign relations; president's budget; 2023 __________; state department; indo pacific; biden administration; cruz; security interests; foreign assistance; memorandum,foreign relations,president's budget,2023 __________,state department,indo pacific,biden administration,cruz,security interests,foreign assistance,memorandum
118.0,"October 24, 2021",10.0,24,2021,REVIEW OF THE FISCAL YEAR 2024 UNITED STATES AGENCY FOR INTERNATIONAL DEVELOPMENT BUDGET,president's budget; foreign relations; fy 2024; state department; foreign assistance; candidates; executive branch; appropriations; usda; memorandum,president's budget,foreign relations,fy 2024,state department,foreign assistance,candidates,executive branch,appropriations,usda,memorandum
118.0,"April 19, 2023",4.0,19,2023,SUSTAINING EPIDEMIC CONTROL,foreign relations; 19 pandemic; state department; ricketts; ted cruz; fy 2024; president's budget; partisan; humanitarian assistance; durbin thank,foreign relations,19 pandemic,state department,ricketts,ted cruz,fy 2024,president's budget,partisan,humanitarian assistance,durbin thank
118.0,na,,na,na,U.S. SUPPORT OF DEMOCRACY AND  HUMAN RIGHTS,foreign relations; reauthorization; new hampshire; candidates; human rights; biden administration; forward hearing; executive order; Veterans Affairs; memorandum,foreign relations,reauthorization,new hampshire,candidates,human rights,biden administration,forward hearing,executive order,Veterans Affairs,memorandum
118.0,"January 17, 2022",1.0,17,2022,AMERICAN DIPLOMACY AND GLOBAL,president's budget; foreign relations; state department; 2023 __________; biden administration; partisan; durbin thank; executive branch; proposals; foreign assistance,president's budget,foreign relations,state department,2023 __________,biden administration,partisan,durbin thank,executive branch,proposals,foreign assistance
118.0,"March 16, 2023",3.0,16,2023,THE FUTURE OF U.S.-BRAZIL RELATIONS,foreign relations; new hampshire; president's budget; cruz; memorandum; 2023 __________; partisan; biden administration; usda; guam,foreign relations,new hampshire,president's budget,cruz,memorandum,2023 __________,partisan,biden administration,usda,guam
118.0,"March 9, 
2023",3.0,9,2023,"TIES, AND NEXT STEPS TO FURTHER DEVELOP- MENT INITIATIVES ON THE LOCAL LEVEL",usaid; foreign relations; new hampshire; executive branch; foreign assistance; biden administration; usda; guam; united nations; partisan,usaid,foreign relations,new hampshire,executive branch,foreign assistance,biden administration,usda,guam,united nations,partisan
118.0,na,,na,na,GEOPOLITICAL COMPETITION AND ENERGY SECURITY IN CENTRAL ASIA,foreign relations; partisan; energy security; guam; biden administration; 2023 __________; washington dc; president's budget; usda; ted cruz,foreign relations,partisan,energy security,guam,biden administration,2023 __________,washington dc,president's budget,usda,ted cruz
118.0,"July 25, 2022",7.0,25,2022,COUNTERING ILLICIT FENTANYL TRAFFICKING,trafficking; fentanyl; partisan; homeland security; screening; met pursuant; foreign assistance; new mexico; anti corruption; ricketts,trafficking,fentanyl,partisan,homeland security,screening,met pursuant,foreign assistance,new mexico,anti corruption,ricketts
118.0,"January 30, 
 2023",1.0,30,2023,EVALUATING U.S.-CHINA POLICY IN THE ERA  OF STRATEGIC COMPETITION,foreign relations; trade commission; candidates; executive order; maryland; biden administration; judge; navajo nation; president's budget; memorandum,foreign relations,trade commission,candidates,executive order,maryland,biden administration,judge,navajo nation,president's budget,memorandum
118.0,"August 4, 2020",8.0,4,2020,UKRAINE AND BEYOND,foreign relations; state department; partisan; defense authorization; support ukraine; biden administration; fy 2024; rosen; violations; guam,foreign relations,state department,partisan,defense authorization,support ukraine,biden administration,fy 2024,rosen,violations,guam
118.0,"January 3, 2023",1.0,3,2023,"CONGRESS, FIRST SESSION, PART I",nominees; foreign relations; march 2023; deputy secretary; session __________; doi org; president's budget; president biden; general garland; cfpb,nominees,foreign relations,march 2023,deputy secretary,session __________,doi org,president's budget,president biden,general garland,cfpb
118.0,"January 3, 2023",1.0,3,2023,BEFORE THE,nominees; march 2023; foreign relations; www govinfo; deputy secretary; hrg 118; president's budget; session __________; partisan; general garland,nominees,march 2023,foreign relations,www govinfo,deputy secretary,hrg 118,president's budget,session __________,partisan,general garland
118.0,"December 5, 2024",,5,2024,WHAT IS THE FDA DOING TO REDUCE THE DIABETES AND OBESITY EPIDEMICS IN AMERICA AND TAKE ON THE GREED OF,FDA; Tax Cuts; Health Plans; food security; doi org; public policy; enrolled; diabetes; printed; vermont,FDA,Tax Cuts,Health Plans,food security,doi org,public policy,enrolled,diabetes,printed,vermont
118.0,"September 25, 2024",9.0,25,2024,PREPARING WORKERS FOR AI,labor pensions; idaho; Health Plans; executive branch; care workforce; disability; questions submitted; enrolled; Tax Cuts; Veterans Affairs,labor pensions,idaho,Health Plans,executive branch,care workforce,disability,questions submitted,enrolled,Tax Cuts,Veterans Affairs
118.0,"September 24, 2024",9.0,24,2024,WHY IS NOVO NORDISK CHARGING AMERICANS WITH DIABETES AND OBESITY OUTRAGEOUSLY HIGH,medicare; subsidies; FDA; vermont; insulin; drug prices; doi org; nationwide; secretary kendall; hrsa,medicare,subsidies,FDA,vermont,insulin,drug prices,doi org,nationwide,secretary kendall,hrsa
118.0,"September 12, 2024",9.0,12,2024,EXAMINING THE BANKRUPTCY OF,medicare; bankruptcy; Veterans Affairs; Tax Cuts; health outcomes; tenure; idaho; legislative; journal; reauthorization,medicare,bankruptcy,Veterans Affairs,Tax Cuts,health outcomes,tenure,idaho,legislative,journal,reauthorization
118.0,"July 9, 2024",7.0,9,2024,EVERYDAY EXPENSES AND EVERYDAY,expenditures; child tax; Veterans Affairs; american families; Tax Cuts; Health Plans; labor pensions; assessments; taxpayer; hrsa,expenditures,child tax,Veterans Affairs,american families,Tax Cuts,Health Plans,labor pensions,assessments,taxpayer,hrsa
118.0,"June 20, 2024",6.0,20,2024,THE IMMEDIATE AND LONG-TERM CHALLENGES FACING PUBLIC,teachers; president's budget; public health; Tax Cuts; enrollment; vermont; candidates; state department; taxpayer; hrsa,teachers,president's budget,public health,Tax Cuts,enrollment,vermont,candidates,state department,taxpayer,hrsa
118.0,"June 12, 2024",6.0,12,2024,CRITICAL MINERALS WORKFORCE,care workforce; critical minerals; department energy; idaho; labor pensions; Health Plans; hrsa; partisan; taxpayer; assessments,care workforce,critical minerals,department energy,idaho,labor pensions,Health Plans,hrsa,partisan,taxpayer,assessments
118.0,"June 12, 2024",6.0,12,2024,THE WORKFORCE INNOVATION AND,workforce development; vermont; jobs act; doi org; hrsa; candidates; enrollment; opportunity appear; labor pensions; Veterans Affairs,workforce development,vermont,jobs act,doi org,hrsa,candidates,enrollment,opportunity appear,labor pensions,Veterans Affairs
118.0,"June 4, 2024",6.0,4,2024,HOW ABORTION BANS HAVE CREATED A HEALTH CARE NIGHTMARE ACROSS AMERICA,abortion; Veterans Affairs; medicare medicaid; public policy; printed; constitution; access care; democrats; Tax Cuts; enrollment,abortion,Veterans Affairs,medicare medicaid,public policy,printed,constitution,access care,democrats,Tax Cuts,enrollment
118.0,"May 22, 2024",5.0,22,2024,DIGGING DEEPER FOR HEALTH,health safety; labor pensions; www govinfo; hrg 118; assessments; regulations; doi org; __________ printed; active duty; sources,health safety,labor pensions,www govinfo,hrg 118,assessments,regulations,doi org,__________ printed,active duty,sources
118.0,"May 21, 2024",5.0,21,2024,CURRENT EFFORTS AND POTENTIAL OPPORTUNITIES FOR FOOD IS MEDICINE,food security; Health Plans; FDA; enrolled; department energy; nutrition; vermont; wellness; public health; additional funding,food security,Health Plans,FDA,enrolled,department energy,nutrition,vermont,wellness,public health,additional funding
118.0,"May 16, 2024",5.0,16,2024,EXAMINING THE DENTAL CARE CRISIS,dental care; Tax Cuts; medicaid; vermont; treasury department; reauthorization; public health; hrsa; coalition; enrollment,dental care,Tax Cuts,medicaid,vermont,treasury department,reauthorization,public health,hrsa,coalition,enrollment
118.0,"May 2, 2024",5.0,2,2024,WHAT CAN CONGRESS DO TO ADDRESS THE SEVERE SHORTAGE OF MINORITY HEALTH CARE PROFESSIONALS AND,health care; Tax Cuts; enrollment; vermont; executive branch; democrats; medicare medicaid; shortage; hrsa; Veterans Affairs,health care,Tax Cuts,enrollment,vermont,executive branch,democrats,medicare medicaid,shortage,hrsa,Veterans Affairs
118.0,"April 3, 2024",4.0,3,2024,WHEN HEALTH CARE BECOMES,health care; labor pensions; medicare advantage; Tax Cuts; medicaid; hrsa; Health Plans; vermont; Veterans Affairs; social security,health care,labor pensions,medicare advantage,Tax Cuts,medicaid,hrsa,Health Plans,vermont,Veterans Affairs,social security
118.0,"March 14, 2024",3.0,14,2024,WORKERS SHOULD BENEFIT FROM NEW TECHNOLOGY AND INCREASED,payroll; Tax Cuts; Health Plans; jobs act; labor pensions; hrsa; productivity; benefits; task force; education labor,payroll,Tax Cuts,Health Plans,jobs act,labor pensions,hrsa,productivity,benefits,task force,education labor
118.0,"March 12, 2024",3.0,12,2024,"PARTNERSHIPS, STRENGTHENING CAREER PATHWAYS",workforce development; enrolled; vermont; apprenticeship; medicare advantage; labor pensions; health education; hrsa; jobs act; tenure,workforce development,enrolled,vermont,apprenticeship,medicare advantage,labor pensions,health education,hrsa,jobs act,tenure
118.0,"March 7, 2024",3.0,7,2024,SUPPORTING EFFORTS TO MEET THE NEEDS OF SENIORS,older americans; Veterans Affairs; medicare medicaid; seniors; access care; jobs act; hrsa; labor pensions; enrolled; idaho,older americans,Veterans Affairs,medicare medicaid,seniors,access care,jobs act,hrsa,labor pensions,enrolled,idaho
118.0,"February 28, 2024",2.0,28,2024,TAKING A SERIOUS LOOK AT THE,labor pensions; Health Plans; executive branch; doi org; ira; Tax Cuts; Veterans Affairs; social security; policies; hrsa,labor pensions,Health Plans,executive branch,doi org,ira,Tax Cuts,Veterans Affairs,social security,policies,hrsa
118.0,"February 8, 2024",2.0,8,2024,"WHY DOES THE UNITED STATES PAY, BY FAR, THE HIGHEST PRICES IN THE WORLD",drug prices; medicare; prescription; president's budget; taxpayers; nationwide; FDA; care costs; tariffs; md,drug prices,medicare,prescription,president's budget,taxpayers,nationwide,FDA,care costs,tariffs,md
118.0,"January 18, 2024",1.0,18,2024,ADVANCING RESEARCH AND IMPROVING PATIENT CARE,health care; long covid; Veterans Affairs; additional funding; www govinfo; partisan; questions submitted; enrolled; medicare medicaid; CDC,health care,long covid,Veterans Affairs,additional funding,www govinfo,partisan,questions submitted,enrolled,medicare medicaid,CDC
118.0,"December 14, 2023",,14,2023,"COMMITTEE ON HEALTH, EDUCATION, LABOR, AND PENSIONS",medicare; rural health; diabetes; deficits; 19 pandemic; Health Plans; tax policy; vermont; questions submitted; enrolled,medicare,rural health,diabetes,deficits,19 pandemic,Health Plans,tax policy,vermont,questions submitted,enrolled
118.0,"November 14, 2023",11.0,14,2023,STANDING UP AGAINST CORPORATE,unions; labor pensions; welfare; Tax Cuts; Health Plans; doi org; reforms; working families; jobs act; march 2023,unions,labor pensions,welfare,Tax Cuts,Health Plans,doi org,reforms,working families,jobs act,march 2023
118.0,"May 1, 2028",5.0,1,2028,STANDING UP AGAINST CORPORATE,unions; labor pensions; Tax Cuts; Health Plans; welfare; reforms; doi org; working families; education labor; jobs act,unions,labor pensions,Tax Cuts,Health Plans,welfare,reforms,doi org,working families,education labor,jobs act
118.0,"November 8, 2023",11.0,8,2023,POLICY CONSIDERATIONS FOR ARTIFICIAL INTELLIGENCE IN HEALTH CARE,Health Plans; Veterans Affairs; labor pensions; intelligence community; tax policy; medicare; enrolled; hrsa; access care; executive order,Health Plans,Veterans Affairs,labor pensions,intelligence community,tax policy,medicare,enrolled,hrsa,access care,executive order
118.0,"October 31, 2023",10.0,31,2023,MOVING FORWARD TOGETHER,labor pensions; health education; executive branch; hrsa; workforce; Tax Cuts; Veterans Affairs; medicare; idaho; disability,labor pensions,health education,executive branch,hrsa,workforce,Tax Cuts,Veterans Affairs,medicare,idaho,disability
118.0,"June 9, 2005",6.0,9,2005,IS THE SEVERE HOSPITAL STAFFING CRISIS ENDANGERING THE WELL-BEING,labor pensions; thank chair; important hearing; nurse; Veterans Affairs; 19 pandemic; tenure; appointment; health outcomes; access care,labor pensions,thank chair,important hearing,nurse,Veterans Affairs,19 pandemic,tenure,appointment,health outcomes,access care
118.0,"April 11, 2002",4.0,11,2002,NOMINATION OF MONICA BERTAGNOLLI TO BE DIRECTOR OF THE NATIONAL INSTITUTES OF HEALTH,department health; nomination; hrsa; tax policy; enrolled; doi org; additional funding; executive branch; secretary kendall; medicare medicaid,department health,nomination,hrsa,tax policy,enrolled,doi org,additional funding,executive branch,secretary kendall,medicare medicaid
118.0,"July 11, 2023",7.0,11,2023,ANTIMICROBIAL RESISTANCE ON MODERN MEDICINE,department health; doi org; FDA; medicare advantage; president's budget; partisan; 19 pandemic; enrolled; Health Plans; amendments,department health,doi org,FDA,medicare advantage,president's budget,partisan,19 pandemic,enrolled,Health Plans,amendments
118.0,"June 8, 2023",6.0,8,2023,WHY ARE SO MANY AMERICAN YOUTH,mental health; labor pensions; enrollment; deficits; vermont; Health Plans; youth; partisan; Veterans Affairs; 19 pandemic,mental health,labor pensions,enrollment,deficits,vermont,Health Plans,youth,partisan,Veterans Affairs,19 pandemic
